Time,Apartment1,Apartment2,Apartment3,Apartment4,Apartment5
02-01-15 08:45,0.338464444,0.947328889,0.9912,1.232324444,0.827756667
02-01-15 09:00,3.109405556,1.251433333,3.155474444,2.108423333,2.741266667
02-01-15 09:15,0.674302222,0.587213333,3.062755556,2.366536667,1.017192222
02-01-15 09:30,2.389942222,3.511601111,0.87342,1.110632222,0.495696667
02-01-15 09:45,0.71477,3.931716667,2.054908889,2.587783333,0.547257778
02-01-15 10:00,3.779236667,3.421803333,0.938887778,1.419204444,1.869096667
02-01-15 10:15,1.188891111,2.048815556,1.902621111,1.564531111,4.118587778
02-01-15 10:30,1.195608889,2.416138889,4.884595556,1.9367,0.457692222
02-01-15 10:45,0.816432222,4.527674444,3.885471111,1.095807778,0.476762222
02-01-15 11:00,2.275517778,5.609074444,1.702145556,1.736908889,0.610925556
02-01-15 11:15,0.608402222,1.920596667,3.906582222,1.773254444,1.707864444
02-01-15 11:30,2.208364444,3.713668889,1.544807778,1.131131111,1.9024
02-01-15 11:45,1.007358889,3.441461111,4.093776667,1.583614444,0.689183333
02-01-15 12:00,0.63357,2.274544444,1.593541111,1.812224444,3.425752222
02-01-15 12:15,2.504687778,4.222364444,2.592758889,1.017626667,0.701518889
02-01-15 12:30,2.329527778,4.619104444,1.86048,2.835572222,1.236768889
02-01-15 12:45,1.303726667,7.209775556,3.567835556,1.7904,6.325454444
02-01-15 13:00,1.805304444,3.641804444,2.576986667,1.582906667,3.352788889
02-01-15 13:15,1.770794444,2.683453333,2.77557,1.29452,0.49675
02-01-15 13:30,2.09869,3.353827778,1.343218889,1.653456667,0.551358889
02-01-15 13:45,2.851053333,5.001428889,3.377174444,1.838007778,1.306481111
02-01-15 14:00,0.469015556,6.382601111,3.627451111,1.204467778,6.327556667
02-01-15 14:15,2.172004444,2.315702222,2.724451111,1.721812222,3.515697778
02-01-15 14:30,1.535683333,2.091134444,1.187762222,1.530591111,0.550386667
02-01-15 14:45,1.087282222,4.468073333,2.37258,1.127351111,0.506166667
02-01-15 15:00,2.744591111,2.485676667,1.363346667,1.418905556,1.672371111
02-01-15 15:15,1.283096667,1.831188889,2.960441111,1.634328889,5.522814444
02-01-15 15:30,0.961941111,1.749483333,0.997061111,1.914576667,5.581963333
02-01-15 15:45,2.067253333,1.415357778,3.26231,0.805354444,2.692278889
02-01-15 16:00,1.098815556,3.21638,2.243991111,1.835202222,7.559193333
02-01-15 16:15,1.685428889,1.424708889,3.189813333,2.146857778,3.904995556
02-01-15 16:30,1.629684444,0.791017778,1.721448889,0.519492222,2.847628889
02-01-15 16:45,1.651084444,3.243918889,1.613066667,1.733205556,7.273235556
02-01-15 17:00,1.759955556,1.444058889,2.314134444,2.022278889,5.194088889
02-01-15 17:15,1.769176667,1.809661111,1.983147778,0.79809,7.633774444
02-01-15 17:30,2.543088889,4.819973333,1.321462222,1.400924444,6.3332
02-01-15 17:45,1.410908889,1.924357778,2.454478889,2.169236667,4.10729
02-01-15 18:00,0.753394444,1.990871111,1.434272222,1.109071111,6.331925556
02-01-15 18:15,2.826542222,2.288905556,3.209667778,1.434488889,5.38432
02-01-15 18:30,0.746113333,1.163866667,5.749146667,1.770227778,7.508804444
02-01-15 18:45,2.523731111,3.461777778,4.910085556,1.691706667,7.518333333
02-01-15 19:00,1.034773333,3.228248889,1.338487778,1.059997778,3.923513333
02-01-15 19:15,2.535314444,2.463687778,1.982526667,2.177001111,2.917565556
02-01-15 19:30,0.878765556,2.649978889,2.054706667,1.33333,4.386117778
02-01-15 19:45,4.2811,1.733795556,3.951177778,1.43104,5.250977778
02-01-15 20:00,2.411066667,2.792283333,7.377841111,2.124836667,2.867171111
02-01-15 20:15,1.362414444,2.740333333,1.734868889,0.757728889,1.547534444
02-01-15 20:30,0.433016667,1.579634444,3.572716667,1.800422222,1.400791111
02-01-15 20:45,2.856935556,1.243721111,1.00181,2.64532,3.890592222
02-01-15 21:00,2.493402222,2.696911111,2.650317778,1.871573333,2.418081111
02-01-15 21:15,2.647597778,1.395478889,1.774444444,1.155246667,2.173837778
02-01-15 21:30,3.802798889,1.69537,1.370587778,1.452986667,2.726755556
02-01-15 21:45,1.442863333,1.283462222,2.880848889,1.995521111,1.200917778
02-01-15 22:00,3.680332222,2.989324444,1.368765556,1.452984444,5.22073
02-01-15 22:15,2.342317778,0.927226667,2.061943333,1.179181111,5.180148889
02-01-15 22:30,1.712892222,6.133614444,3.77379,2.039873333,5.135021111
02-01-15 22:45,3.068284444,3.308692222,0.889972222,1.512981111,5.180394444
02-01-15 23:00,3.074257778,6.226676667,1.849958889,1.138835556,0.56677
02-01-15 23:15,1.925294444,1.834025556,1.069392222,2.207623333,0.54516
02-01-15 23:30,2.110282222,0.891335556,0.901063333,2.134624444,0.523791111
02-01-15 23:45,3.255046667,0.673088889,1.09455,0.785331111,0.548327778
03-01-15 00:00,1.850894444,3.988754444,0.594483333,2.413873333,0.909856667
03-01-15 00:15,1.856928889,0.630986667,1.145772222,1.331085556,6.533857778
03-01-15 00:30,5.384971111,0.59067,0.921997778,1.318491111,7.976167778
03-01-15 00:45,3.702336667,0.674837778,0.6736,2.506758889,3.595163333
03-01-15 01:00,1.559385556,0.63956,1.881485556,0.550626667,0.511395556
03-01-15 01:15,1.344596667,0.586835556,1.212558889,2.605273333,0.577376667
03-01-15 01:30,0.434581111,0.586518889,1.26035,0.960783333,0.582565556
03-01-15 01:45,1.373584444,0.657607778,0.848893333,1.593007778,0.596623333
03-01-15 02:00,2.028951111,0.808832222,2.412686667,2.018168889,1.570291111
03-01-15 02:15,2.230873333,0.687326667,0.898666667,1.392693333,1.549695556
03-01-15 02:30,0.536455556,0.592322222,0.999137778,1.14103,0.639403333
03-01-15 02:45,2.767364444,0.696825556,2.720754444,1.835113333,0.527397778
03-01-15 03:00,0.911146667,0.693624444,0.697071111,2.242188889,0.472152222
03-01-15 03:15,2.13655,0.626252222,0.97149,1.05543,0.597205556
03-01-15 03:30,1.424294444,0.589002222,2.823727778,1.580311111,0.566606667
03-01-15 03:45,1.852088889,0.587826667,0.527863333,2.286306667,0.498122222
03-01-15 04:00,1.503667778,0.680008889,1.69259,1.28323,1.117968889
03-01-15 04:15,1.413178889,0.635282222,2.361132222,1.316946667,2.013131111
03-01-15 04:30,2.177112222,0.587313333,0.526278889,2.259144444,0.504904444
03-01-15 04:45,0.799302222,0.585056667,2.377966667,2.960206667,0.460937778
03-01-15 05:00,3.070337778,0.602832222,1.448734444,1.141775556,0.474128889
03-01-15 05:15,0.706333333,0.685641111,0.788666667,2.362893333,0.601738889
03-01-15 05:30,2.481764444,1.367055556,3.10236,1.759397778,1.909173333
03-01-15 05:45,0.956873333,1.516317778,0.642124444,1.155943333,1.280796667
03-01-15 06:00,2.43803,0.587867778,1.995834444,1.956072222,0.448277778
03-01-15 06:15,1.285843333,0.623543333,1.915937778,2.26668,0.508773333
03-01-15 06:30,1.823264444,0.686538889,0.657555556,0.799917778,0.412041111
03-01-15 06:45,1.877965556,0.58589,2.692117778,1.933867778,1.954077778
03-01-15 07:00,2.820118889,0.585354444,0.95096,2.189754444,3.465993333
03-01-15 07:15,1.031097778,2.245318889,1.897264444,0.951471111,0.716361111
03-01-15 07:30,2.278424444,0.844388889,2.052276667,2.2891,2.369382222
03-01-15 07:45,1.418022222,1.292421111,0.864441111,1.930827778,6.916341111
03-01-15 08:00,2.75887,0.642357778,2.318755556,0.931537778,6.36449
03-01-15 08:15,1.322453333,0.581857778,1.129406667,2.678325556,5.138991111
03-01-15 08:30,2.086516667,1.879287778,2.295733333,0.672393333,5.126234444
03-01-15 08:45,1.47267,1.469475556,0.727661111,1.536855556,2.746117778
03-01-15 09:00,2.148218889,2.323851111,5.156141111,2.284883333,2.769218889
03-01-15 09:15,1.543703333,3.086468889,3.31961,1.795705556,0.84474
03-01-15 09:30,2.24497,4.735547778,0.899452222,1.459258889,0.640151111
03-01-15 09:45,1.606244444,1.948717778,2.115482222,2.772203333,0.557665556
03-01-15 10:00,1.766794444,3.240325556,3.712786667,0.518285556,4.151773333
03-01-15 10:15,1.5328,4.309965556,2.272671111,1.943975556,2.54132
03-01-15 10:30,2.078527778,6.723125556,2.442631111,1.718142222,0.722371111
03-01-15 10:45,1.290637778,3.318681111,2.283123333,1.329442222,0.558338889
03-01-15 11:00,1.947044444,4.113354444,2.573335556,1.517356667,0.613112222
03-01-15 11:15,1.21354,3.825328889,1.702153333,1.504132222,1.519982222
03-01-15 11:30,2.853515556,8.369908889,3.045252222,1.65906,2.578754444
03-01-15 11:45,1.95532,8.35686,1.368996667,1.582527778,0.540591111
03-01-15 12:00,3.379465556,3.391453333,3.165788889,1.307194444,2.654841111
03-01-15 12:15,0.713491111,3.678378889,1.473972222,2.832646667,0.64227
03-01-15 12:30,2.651268889,3.305767778,2.578628889,1.150944444,1.765495556
03-01-15 12:45,2.699707778,7.789132222,1.658103333,3.128857778,1.828328889
03-01-15 13:00,3.111748889,2.440201111,4.195224444,1.962636667,0.879301111
03-01-15 13:15,2.815282222,2.147703333,4.074454444,1.598652222,3.855865556
03-01-15 13:30,0.744656667,3.318577778,3.129645556,1.103242222,5.550791111
03-01-15 13:45,1.85043,2.751296667,7.441014444,1.928026667,3.309813333
03-01-15 14:00,1.440774444,2.01018,3.900427778,1.973976667,2.836692222
03-01-15 14:15,1.48908,4.921085556,2.149047778,1.725426667,2.934162222
03-01-15 14:30,2.048797778,2.459085556,3.841235556,1.129197778,2.897864444
03-01-15 14:45,2.977521111,3.244442222,3.719045556,2.488621111,2.824612222
03-01-15 15:00,3.106283333,2.870952222,2.6555,1.497725556,2.836862222
03-01-15 15:15,3.035104444,1.309258889,3.51675,1.133617778,2.933216667
03-01-15 15:30,2.290848889,2.262425556,1.755108889,1.86377,4.881166667
03-01-15 15:45,1.465735556,1.898518889,3.09164,1.910728889,6.328215556
03-01-15 16:00,3.848507778,3.909455556,0.991508889,1.467365556,6.644951111
03-01-15 16:15,2.163997778,2.442295556,3.200017778,1.604918889,2.916817778
03-01-15 16:30,3.137577778,3.491487778,2.416097778,1.281297778,2.801718889
03-01-15 16:45,0.999282222,1.115966667,0.719164444,2.047298889,2.747196667
03-01-15 17:00,3.373338889,1.541053333,2.836386667,1.851321111,2.865184444
03-01-15 17:15,3.982094444,6.573716667,4.209201111,1.434546667,9.872904444
03-01-15 17:30,1.486681111,6.27926,5.327997778,1.09024,7.867534444
03-01-15 17:45,3.375241111,6.797696667,5.168814444,3.161202222,4.025422222
03-01-15 18:00,1.345565556,7.416328889,5.810492222,1.267345556,2.02233
03-01-15 18:15,1.413704444,2.590822222,2.70781,2.531507778,4.587593333
03-01-15 18:30,2.109045556,3.664112222,1.76389,0.538893333,4.566064444
03-01-15 18:45,2.193941111,2.982023333,2.264304444,1.545171111,5.379845556
03-01-15 19:00,1.638001111,2.64171,1.581468889,1.859887778,1.088954444
03-01-15 19:15,2.001366667,4.173905556,2.369681111,2.023184444,3.079413333
03-01-15 19:30,1.896983333,1.874928889,1.452658889,1.188874444,6.437224444
03-01-15 19:45,1.553926667,1.806036667,3.225195556,1.889255556,4.247008889
03-01-15 20:00,1.934542222,2.430116667,1.136998889,1.46711,3.850578889
03-01-15 20:15,1.718963333,1.853978889,3.34597,1.219683333,3.069773333
03-01-15 20:30,3.181626667,1.603132222,1.385382222,2.428941111,1.236114444
03-01-15 20:45,1.822256667,7.573314444,2.626597778,3.293437778,3.505294444
03-01-15 21:00,2.362913333,6.556707778,1.413651111,1.009941111,3.647938889
03-01-15 21:15,2.259933333,5.883818889,2.932868889,1.834117778,2.756296667
03-01-15 21:30,3.006034444,4.708147778,1.024028889,1.945296667,4.690926667
03-01-15 21:45,1.440365556,1.629865556,3.438971111,1.41935,5.585962222
03-01-15 22:00,1.865245556,1.302537778,0.762748889,1.323548889,7.526383333
03-01-15 22:15,0.35617,3.184978889,3.116236667,1.463475556,7.74705
03-01-15 22:30,2.083056667,0.888568889,1.686574444,1.582846667,5.938327778
03-01-15 22:45,2.424388889,2.997453333,3.776766667,1.986208889,5.911498889
03-01-15 23:00,3.285997778,0.891301111,1.450656667,1.809572222,6.33004
03-01-15 23:15,6.841485556,3.737537778,2.171812222,1.403526667,2.361777778
03-01-15 23:30,4.45491,2.851568889,2.425446667,1.689724444,0.566093333
03-01-15 23:45,4.049946667,2.107873333,1.134761111,1.767268889,2.27483
04-01-15 00:00,3.575816667,1.882175556,2.799396667,1.200641111,2.739981111
04-01-15 00:15,1.038672222,0.726727778,1.011234444,1.819596667,3.265793333
04-01-15 00:30,4.514851111,1.774254444,2.707886667,2.080477778,1.269532222
04-01-15 00:45,0.856195556,0.954896667,1.304785556,1.316006667,2.813334444
04-01-15 01:00,1.547774444,0.688356667,2.28427,1.539042222,1.364388889
04-01-15 01:15,1.803411111,0.640046667,1.571102222,1.757894444,1.025228889
04-01-15 01:30,7.231571111,0.578755556,1.812036667,1.742467778,2.733756667
04-01-15 01:45,5.745461111,0.611133333,1.934696667,0.938893333,2.033753333
04-01-15 02:00,1.19053,0.685326667,1.516046667,2.17211,0.523996667
04-01-15 02:15,2.715441111,0.662597778,2.497242222,2.020754444,3.003216667
04-01-15 02:30,1.168566667,0.584794444,0.88096,1.297695556,4.464538889
04-01-15 02:45,1.783497778,0.585762222,2.712382222,1.25432,1.450934444
04-01-15 03:00,1.359422222,0.658201111,0.872837778,2.082993333,0.527437778
04-01-15 03:15,2.144861111,0.691271111,2.898508889,2.303415556,0.577906667
04-01-15 03:30,1.050158889,0.606278889,0.30626,0.88181,0.552913333
04-01-15 03:45,2.174213333,0.587668889,3.592152222,1.816007778,0.513501111
04-01-15 04:00,0.540715556,0.588582222,1.052472222,2.531165556,0.605855556
04-01-15 04:15,2.437645556,0.683771111,1.778466667,0.601844444,0.537047778
04-01-15 04:30,0.718716667,0.672086667,2.777623333,2.314594444,0.492476667
04-01-15 04:45,2.098851111,0.583882222,0.510591111,3.170751111,0.562064444
04-01-15 05:00,2.288397778,0.585544444,3.194342222,0.979914444,2.615276667
04-01-15 05:15,2.554306667,2.283034444,0.525957778,2.907183333,0.445916667
04-01-15 05:30,0.794624444,1.11005,2.590015556,0.591166667,0.342928889
04-01-15 05:45,2.152993333,2.770624444,0.62407,2.026416667,0.491771111
04-01-15 06:00,1.296221111,0.589381111,2.705468889,2.217212222,0.357898889
04-01-15 06:15,1.688091111,0.587575556,2.58395,0.915424444,0.375928889
04-01-15 06:30,1.444765556,0.588444444,0.650338889,2.906391111,0.423184444
04-01-15 06:45,1.850153333,0.67369,2.774342222,1.197443333,0.388886667
04-01-15 07:00,1.239674444,0.680282222,1.843412222,2.07911,0.389047778
04-01-15 07:15,1.657754444,0.925884444,1.098661111,0.685796667,0.387172222
04-01-15 07:30,1.924278889,1.806561111,2.264622222,3.328134444,0.360542222
04-01-15 07:45,0.856386667,0.59036,1.55505,1.773962222,2.445397778
04-01-15 08:00,3.209137778,0.879881111,1.114402222,0.806427778,0.39474
04-01-15 08:15,1.602181111,4.852727778,2.711772222,1.887135556,0.330441111
04-01-15 08:30,0.971417778,3.292953333,0.498107778,1.967451111,0.40503
04-01-15 08:45,1.614904444,1.395798889,2.665098889,0.716022222,0.45537
04-01-15 09:00,1.331381111,4.385066667,0.861076667,2.308715556,0.36297
04-01-15 09:15,1.729684444,0.872833333,2.498533333,1.305695556,0.337632222
04-01-15 09:30,2.068212222,2.322551111,3.108254444,0.939536667,0.41325
04-01-15 09:45,0.917386667,2.695255556,1.769308889,1.996034444,0.47363
04-01-15 10:00,1.262606667,0.681318889,2.573093333,1.908521111,0.327105556
04-01-15 10:15,4.195371111,2.648052222,0.617021111,0.80331,0.374641111
04-01-15 10:30,0.287096667,2.673032222,2.753328889,2.987687778,0.388478889
04-01-15 10:45,0.956911111,2.438087778,0.947695556,0.543073333,2.138093333
04-01-15 11:00,1.926808889,3.021993333,4.769084444,1.941091111,0.805932222
04-01-15 11:15,1.289871111,3.421353333,1.033391111,1.69983,0.539288889
04-01-15 11:30,1.065111111,1.953418889,1.696051111,0.825663333,0.866917778
04-01-15 11:45,3.10483,4.611635556,0.995246667,2.297968889,5.054181111
04-01-15 12:00,0.373546667,2.378422222,1.324086667,1.215758889,2.80348
04-01-15 12:15,0.991095556,2.113531111,5.806644444,1.331528889,4.455347778
04-01-15 12:30,3.527767778,1.92442,5.354022222,1.892218889,5.480775556
04-01-15 12:45,0.570626667,2.403506667,3.037355556,1.570123333,5.970981111
04-01-15 13:00,2.661885556,6.005077778,2.224636667,0.862858889,7.517513333
04-01-15 13:15,1.888101111,2.913926667,1.196798889,1.880608889,7.448337778
04-01-15 13:30,1.892148889,1.616171111,5.120344444,2.112756667,7.520182222
04-01-15 13:45,0.43446,1.587145556,2.27939,2.506798889,5.363075556
04-01-15 14:00,2.412104444,2.722415556,3.00105,2.231793333,6.632008889
04-01-15 14:15,0.997052222,1.513836667,1.062613333,0.519861111,5.323414444
04-01-15 14:30,1.103095556,5.867991111,2.026552222,1.897123333,3.06234
04-01-15 14:45,2.5823,3.755523333,0.933382222,1.11612,2.914271111
04-01-15 15:00,1.957915556,1.894426667,3.190016667,1.391098889,4.199816667
04-01-15 15:15,0.905523333,1.502033333,0.480625556,1.89423,2.799381111
04-01-15 15:30,4.187806667,3.71112,1.994405556,0.793218889,0.979421111
04-01-15 15:45,1.88822,5.602157778,1.627086667,3.105402222,3.651201111
04-01-15 16:00,0.805067778,6.622885556,1.657156667,0.540697778,2.466868889
